"","Member_ID","Landing","Visits"
"23924","X7476182","Authorization_Status",0
"23925","N0132455","Authorization_Status",0
"23926","B0415457","Authorization_Status",0
"23927","J4514472","Authorization_Status",0
"23928","I6313696","Authorization_Status",0
"23929","B9168267","Authorization_Status",0
"23930","X3543433","Authorization_Status",0
"23931","D4786304","Authorization_Status",0
"23932","N4414230","Authorization_Status",0
"23933","R5610925","Authorization_Status",0
"23934","Z8200489","Authorization_Status",0
"23935","Z1836328","Authorization_Status",0
"23936","L7084686","Authorization_Status",0
"23937","K5407681","Authorization_Status",0
"23938","I7255922","Authorization_Status",0
"23939","O9513838","Authorization_Status",0
"23940","S9444389","Authorization_Status",0
"23941","T1987997","Authorization_Status",0
"23942","D5276434","Authorization_Status",0
"23943","N2515082","Authorization_Status",0
"23944","R8967208","Authorization_Status",0
"23945","I9142172","Authorization_Status",0
"23946","A3889244","Authorization_Status",0
"23947","O2308052","Authorization_Status",0
"23948","N9144120","Authorization_Status",32
"23949","P8058764","Authorization_Status",0
"23950","Q2921144","Authorization_Status",92
"23951","R1723014","Authorization_Status",0
"23952","Z8605173","Authorization_Status",0
"23953","D5009945","Authorization_Status",0
"23954","J7404268","Authorization_Status",0
"23955","A5651197","Authorization_Status",0
"23956","T3185873","Authorization_Status",0
"23957","T4031602","Authorization_Status",0
"23958","O0436491","Authorization_Status",0
"23959","H0481627","Authorization_Status",0
"23960","H3731650","Authorization_Status",0
"23961","H8023505","Authorization_Status",0
"23962","E9195177","Authorization_Status",0
"23963","P8478506","Authorization_Status",0
"23964","X4782435","Authorization_Status",0
"23965","J4718992","Authorization_Status",0
"23966","J7105202","Authorization_Status",0
"23967","T2566002","Authorization_Status",0
"23968","P7982067","Authorization_Status",0
"23969","R9188753","Authorization_Status",0
"23970","P3884323","Authorization_Status",0
"23971","X8567753","Authorization_Status",0
"23972","Y4216954","Authorization_Status",0
"23973","V1822767","Authorization_Status",0
"23974","C3046094","Authorization_Status",0
"23975","A5236615","Authorization_Status",0
"23976","T9208112","Authorization_Status",0
"23977","D2551102","Authorization_Status",0
"23978","G5779598","Authorization_Status",0
"23979","J6229176","Authorization_Status",0
"23980","T5730099","Authorization_Status",0
"23981","X6910252","Authorization_Status",0
"23982","V3477774","Authorization_Status",0
"23983","B7084725","Authorization_Status",0
"23984","M0933985","Authorization_Status",0
"23985","G8273173","Authorization_Status",0
"23986","J5007724","Authorization_Status",0
"23987","Y2191395","Authorization_Status",0
"23988","G5555103","Authorization_Status",0
"23989","T8001834","Authorization_Status",0
"23990","F2933230","Authorization_Status",0
"23991","X0474405","Authorization_Status",21
"23992","G9410539","Authorization_Status",0
"23993","Q9491470","Authorization_Status",0
"23994","O5101659","Authorization_Status",0
"23995","W3901104","Authorization_Status",0
"23996","Q6624806","Authorization_Status",0
"23997","R9460824","Authorization_Status",0
"23998","I1554074","Authorization_Status",0
"23999","E8553080","Authorization_Status",0
"24000","F9422590","Authorization_Status",0
"24001","L9772994","Authorization_Status",0
"24002","W6872905","Authorization_Status",0
"24003","O8453015","Authorization_Status",0
"24004","T4390711","Authorization_Status",0
"24005","A1241144","Authorization_Status",0
"24006","M9358666","Authorization_Status",0
"24007","D1665381","Authorization_Status",0
"24008","S2908112","Authorization_Status",0
"24009","Y6507411","Authorization_Status",0
"24010","U8528838","Authorization_Status",0
"24011","B0210344","Authorization_Status",0
"24012","M9814391","Authorization_Status",0
"24013","R5638648","Authorization_Status",0
"24014","Q8846283","Authorization_Status",0
"24015","Z9362034","Authorization_Status",0
"24016","K6080665","Authorization_Status",0
"24017","C4694717","Authorization_Status",0
"24018","R9703840","Authorization_Status",0
"24019","F6722577","Authorization_Status",0
"24020","I4796220","Authorization_Status",1
"24021","A7365549","Authorization_Status",0
"24022","W0598676","Authorization_Status",0
"24023","M5735237","Authorization_Status",0
"24024","U8524820","Authorization_Status",0
"24025","V5264824","Authorization_Status",1
"24026","P4260434","Authorization_Status",0
"24027","V0789085","Authorization_Status",0
"24028","X1393572","Authorization_Status",0
"24029","H7541771","Authorization_Status",0
"24030","V2974703","Authorization_Status",0
"24031","W5928475","Authorization_Status",0
"24032","V7498100","Authorization_Status",0
"24033","G1263579","Authorization_Status",0
"24034","T6544250","Authorization_Status",0
"24035","S0730464","Authorization_Status",0
"24036","I1875763","Authorization_Status",0
"24037","X3397001","Authorization_Status",0
"24038","T2855800","Authorization_Status",0
"24039","C4741731","Authorization_Status",0
"24040","N5253708","Authorization_Status",0
"24041","R2966462","Authorization_Status",0
"24042","Z6875941","Authorization_Status",0
"24043","S1041950","Authorization_Status",0
"24044","Z1959780","Authorization_Status",0
"24045","T7407103","Authorization_Status",0
"24046","C3005997","Authorization_Status",0
"24047","M9600922","Authorization_Status",1
"24048","Z4366115","Authorization_Status",0
"24049","H9257331","Authorization_Status",0
"24050","C1519381","Authorization_Status",0
"24051","R0339866","Authorization_Status",0
"24052","V6967648","Authorization_Status",0
"24053","Z2466878","Authorization_Status",0
"24054","L0865504","Authorization_Status",0
"24055","H0121733","Authorization_Status",0
"24056","C1518044","Authorization_Status",0
"24057","D3254895","Authorization_Status",0
"24058","R3040454","Authorization_Status",0
"24059","B9071951","Authorization_Status",0
"24060","G0657023","Authorization_Status",0
"24061","M4730829","Authorization_Status",0
"24062","B9144213","Authorization_Status",0
"24063","H8785455","Authorization_Status",0
"24064","A5324123","Authorization_Status",0
"24065","A0485534","Authorization_Status",0
"24066","Y0698350","Authorization_Status",0
"24067","H2913197","Authorization_Status",0
"24068","T2168201","Authorization_Status",0
"24069","G8784870","Authorization_Status",0
"24070","W8100701","Authorization_Status",0
"24071","X9021363","Authorization_Status",0
"24072","X0812518","Authorization_Status",0
"24073","O8672827","Authorization_Status",0
"24074","F9289638","Authorization_Status",0
"24075","H3883093","Authorization_Status",0
"24076","I3407327","Authorization_Status",0
"24077","W9434958","Authorization_Status",0
"24078","J9171616","Authorization_Status",0
"24079","E0686221","Authorization_Status",0
"24080","Q3706403","Authorization_Status",0
"24081","W7216328","Authorization_Status",0
"24082","N3561370","Authorization_Status",0
"24083","S7549965","Authorization_Status",0
"24084","X0788170","Authorization_Status",0
"24085","X2263275","Authorization_Status",0
"24086","Z0772224","Authorization_Status",0
"24087","F0195083","Authorization_Status",0
"24088","E2449596","Authorization_Status",0
"24089","K0608762","Authorization_Status",0
"24090","I2183176","Authorization_Status",0
"24091","Z5354841","Authorization_Status",0
"24092","Q9328402","Authorization_Status",0
"24093","B8112005","Authorization_Status",0
"24094","D6056931","Authorization_Status",0
"24095","G7968304","Authorization_Status",0
"24096","K7266136","Authorization_Status",0
"24097","L8324036","Authorization_Status",0
"24098","O4242137","Authorization_Status",0
"24099","K2227074","Authorization_Status",0
"24100","Z6158637","Authorization_Status",1
"24101","W8787303","Authorization_Status",0
"24102","D3973249","Authorization_Status",0
"24103","F4960293","Authorization_Status",0
"24104","I3417128","Authorization_Status",0
"24105","E0707725","Authorization_Status",0
"24106","J7973727","Authorization_Status",0
"24107","R9704376","Authorization_Status",0
"24108","W4134969","Authorization_Status",0
"24109","J3874745","Authorization_Status",0
"24110","V0810952","Authorization_Status",0
"24111","G0709997","Authorization_Status",0
"24112","J7043147","Authorization_Status",0
"24113","Q9646148","Authorization_Status",0
"24114","M7680598","Authorization_Status",0
"24115","A5384373","Authorization_Status",0
"24116","E8634613","Authorization_Status",0
"24117","P4877287","Authorization_Status",0
"24118","I5438471","Authorization_Status",0
"24119","T5473367","Authorization_Status",0
"24120","G0314866","Authorization_Status",0
"24121","J1269925","Authorization_Status",0
"24122","V8471913","Authorization_Status",0
"24123","S9582816","Authorization_Status",0
"24124","X8292550","Authorization_Status",0
"24125","P9681270","Authorization_Status",0
"24126","E0928270","Authorization_Status",0
"24127","E9467533","Authorization_Status",0
"24128","K1872576","Authorization_Status",0
"24129","A1406205","Authorization_Status",0
"24130","K7879073","Authorization_Status",0
"24131","E5890319","Authorization_Status",0
"24132","Y8725632","Authorization_Status",1
"24133","N1890970","Authorization_Status",0
"24134","X5745303","Authorization_Status",0
"24135","Z9388914","Authorization_Status",0
"24136","E5766184","Authorization_Status",0
"24137","V0743289","Authorization_Status",0
"24138","C9746609","Authorization_Status",0
"24139","K1430947","Authorization_Status",0
"24140","N4204754","Authorization_Status",0
"24141","U4940988","Authorization_Status",0
"24142","M5239243","Authorization_Status",0
"24143","T8248216","Authorization_Status",0
"24144","B7207226","Authorization_Status",0
"24145","W7042185","Authorization_Status",0
"24146","S7999928","Authorization_Status",0
"24147","Z4350653","Authorization_Status",0
"24148","K2485879","Authorization_Status",0
"24149","W2652247","Authorization_Status",0
"24150","W6992317","Authorization_Status",0
"24151","Q1470611","Authorization_Status",0
"24152","F9986382","Authorization_Status",0
"24153","D1518697","Authorization_Status",0
"24154","B2642495","Authorization_Status",0
"24155","Z8205180","Authorization_Status",0
"24156","C9480370","Authorization_Status",0
"24157","D9164670","Authorization_Status",0
"24158","X3538905","Authorization_Status",1
"24159","X8449795","Authorization_Status",0
"24160","J0920577","Authorization_Status",0
"24161","C5321280","Authorization_Status",0
"24162","V4598314","Authorization_Status",0
"24163","J2620913","Authorization_Status",0
"24164","B7432477","Authorization_Status",0
"24165","L5071818","Authorization_Status",0
"24166","O1453135","Authorization_Status",0
"24167","U0998707","Authorization_Status",0
"24168","R8498465","Authorization_Status",0
"24169","C4160099","Authorization_Status",0
"24170","C4600613","Authorization_Status",0
"24171","A5051697","Authorization_Status",0
"24172","L0819291","Authorization_Status",0
"24173","W1699564","Authorization_Status",0
"24174","V2277403","Authorization_Status",0
"24175","C1164530","Authorization_Status",1
"24176","Z6183399","Authorization_Status",0
"24177","T4360141","Authorization_Status",0
"24178","J6939711","Authorization_Status",0
"24179","I0453243","Authorization_Status",0
"24180","G4110076","Authorization_Status",0
"24181","C2798736","Authorization_Status",0
"24182","N7550360","Authorization_Status",0
"24183","B0466744","Authorization_Status",0
"24184","E4083271","Authorization_Status",0
"24185","D6706613","Authorization_Status",1
"24186","F9015254","Authorization_Status",0
"24187","C7926358","Authorization_Status",0
"24188","X6088496","Authorization_Status",0
"24189","S4223197","Authorization_Status",0
"24190","F0695228","Authorization_Status",0
"24191","C4963590","Authorization_Status",0
"24192","G1071098","Authorization_Status",0
